Case 1: wavelength 355nm
Number of data points: 1005 
(Pressure,  temperature, dewpoint, particle extinction coefficient (1/m),lidar ratio (sr), depolarization ratio, altitude (m))



   647.08  -22.33  -64.72 .1400E-06   28.00   .00   3442.50


   645.76  -22.43  -64.79 .1400E-06   28.00   .00   3457.50


   644.44  -22.52  -64.85 .1400E-06   28.00   .00   3472.50


   643.12  -22.62  -64.91 .1400E-06   28.00   .00   3487.50


   641.81  -22.72  -64.98 .1400E-06   28.00   .00   3502.50


   640.50  -22.82  -65.04 .1400E-06   28.00   .00   3517.50


   639.19  -22.91  -65.11 .1400E-06   28.00   .00   3532.50


   637.88  -23.01  -65.17 .1400E-06   28.00   .00   3547.50


   636.57  -23.11  -65.23 .1400E-06   28.00   .00   3562.50


   635.27  -23.21  -65.30 .1400E-06   28.00   .00   3577.50


   633.97  -23.30  -65.36 .1400E-06   28.00   .00   3592.50


   632.67  -23.40  -65.43 .1400E-06   28.00   .00   3607.50


   631.37  -23.50  -65.49 .1400E-06   28.00   .00   3622.50


   630.08  -23.60  -65.55 .1400E-06   28.00   .00   3637.50


   628.78  -23.69  -65.62 .1400E-06   28.00   .00   3652.50


   627.49  -23.79  -65.68 .1400E-06   28.00   .00   3667.50


   626.20  -23.89  -65.75 .1400E-06   28.00   .00   3682.50


   624.92  -23.99  -65.81 .1400E-06   28.00   .00   3697.50


   623.63  -24.08  -65.87 .1400E-06   28.00   .00   3712.50


   622.35  -24.18  -65.94 .1400E-06   28.00   .00   3727.50


   621.07  -24.28  -66.00 .1400E-06   28.00   .00   3742.50


   619.79  -24.38  -66.07 .1400E-06   28.00   .00   3757.50


   618.52  -24.47  -66.13 .1400E-06   28.00   .00   3772.50


   617.25  -24.57  -66.20 .1400E-06   28.00   .00   3787.50


   615.97  -24.67  -66.26 .1400E-06   28.00   .00   3802.50


   614.70  -24.76  -66.32 .1400E-06   28.00   .00   3817.50


   613.44  -24.86  -66.39 .1400E-06   28.00   .00   3832.50


   612.17  -24.96  -66.45 .1400E-06   28.00   .00   3847.50


   610.91  -25.06  -66.52 .1400E-06   28.00   .00   3862.50


   609.65  -25.15  -66.58 .1400E-06   28.00   .00   3877.50


   608.39  -25.25  -66.65 .1400E-06   28.00   .00   3892.50


   607.13  -25.35  -66.71 .1400E-06   28.00   .00   3907.50


   605.88  -25.45  -66.77 .1400E-06   28.00   .00   3922.50


   604.63  -25.54  -66.84 .1400E-06   28.00   .00   3937.50


   603.38  -25.64  -66.90 .1400E-06   28.00   .00   3952.50


   602.13  -25.74  -66.97 .1400E-06   28.00   .00   3967.50


   600.88  -25.84  -67.03 .1400E-06   28.00   .00   3982.50


   599.64  -25.93  -67.10 .1400E-06   28.00   .00   3997.50


   598.40  -26.03  -67.16 .1400E-06   28.00   .00   4012.50


   597.16  -26.13  -67.22 .1400E-06   28.00   .00   4027.50


   595.92  -26.23  -67.29 .1400E-06   28.00   .00   4042.50


   594.68  -26.33  -67.35 .1400E-06   28.00   .00   4057.50


   593.45  -26.42  -67.42 .1400E-06   28.00   .00   4072.50


   592.22  -26.52  -67.48 .1400E-06   28.00   .00   4087.50


   590.99  -26.62  -67.55 .1400E-06   28.00   .00   4102.50


   589.76  -26.71  -67.61 .1400E-06   28.00   .00   4117.50


   588.53  -26.81  -67.68 .1400E-06   28.00   .00   4132.50


   587.31  -26.91  -67.74 .1400E-06   28.00   .00   4147.50


   586.09  -27.01  -67.80 .1400E-06   28.00   .00   4162.50


   584.87  -27.10  -67.87 .1400E-06   28.00   .00   4177.50


   583.65  -27.20  -67.93 .1400E-06   28.00   .00   4192.50


   582.44  -27.30  -68.00 .1400E-06   28.00   .00   4207.50


   581.23  -27.40  -68.06 .1400E-06   28.00   .00   4222.50


   580.02  -27.49  -68.13 .1400E-06   28.00   .00   4237.50


   578.81  -27.59  -68.19 .1400E-06   28.00   .00   4252.50


   577.60  -27.69  -68.26 .1400E-06   28.00   .00   4267.50


   576.39  -27.79  -68.32 .1400E-06   28.00   .00   4282.50


   575.19  -27.89  -68.39 .1400E-06   28.00   .00   4297.50


   573.99  -27.98  -68.45 .1400E-06   28.00   .00   4312.50


   572.79  -28.08  -68.51 .1400E-06   28.00   .00   4327.50


   571.60  -28.18  -68.58 .1400E-06   28.00   .00   4342.50


   570.40  -28.27  -68.64 .1400E-06   28.00   .00   4357.50


   569.21  -28.37  -68.71 .1400E-06   28.00   .00   4372.50


   568.02  -28.47  -68.77 .1400E-06   28.00   .00   4387.50


   566.83  -28.57  -68.84 .1400E-06   28.00   .00   4402.50


   565.64  -28.66  -68.90 .1400E-06   28.00   .00   4417.50


   564.46  -28.76  -68.97 .1400E-06   28.00   .00   4432.50


   563.27  -28.86  -69.03 .1400E-06   28.00   .00   4447.50


   562.09  -28.96  -69.10 .1400E-06   28.00   .00   4462.50


   560.92  -29.06  -69.16 .1400E-06   28.00   .00   4477.50


   559.74  -29.15  -69.23 .1400E-06   28.00   .00   4492.50


   558.56  -29.25  -69.29 .1400E-06   28.00   .00   4507.50


   557.39  -29.35  -69.35 .1400E-06   28.00   .00   4522.50


   556.22  -29.45  -69.42 .1400E-06   28.00   .00   4537.50


   555.05  -29.54  -69.48 .1400E-06   28.00   .00   4552.50


   553.89  -29.64  -69.55 .1400E-06   28.00   .00   4567.50


   552.72  -29.74  -69.61 .1400E-06   28.00   .00   4582.50


   551.56  -29.83  -69.68 .1400E-06   28.00   .00   4597.50


   550.40  -29.93  -69.74 .1400E-06   28.00   .00   4612.50


   549.24  -30.03  -69.81 .1400E-06   28.00   .00   4627.50


   548.08  -30.13  -69.87 .1400E-06   28.00   .00   4642.50


   546.93  -30.23  -69.94 .1400E-06   28.00   .00   4657.50


   545.78  -30.32  -70.00 .1400E-06   28.00   .00   4672.50


   544.62  -30.42  -70.07 .1400E-06   28.00   .00   4687.50


   543.48  -30.52  -70.13 .1400E-06   28.00   .00   4702.50


   542.33  -30.62  -70.20 .1400E-06   28.00   .00   4717.50


   541.18  -30.71  -70.26 .1400E-06   28.00   .00   4732.50


   540.04  -30.81  -70.33 .1400E-06   28.00   .00   4747.50


   538.90  -30.91  -70.39 .1400E-06   28.00   .00   4762.50


   537.76  -31.01  -70.46 .1400E-06   28.00   .00   4777.50


   536.62  -31.10  -70.52 .1400E-06   28.00   .00   4792.50


   535.49  -31.20  -70.59 .1400E-06   28.00   .00   4807.50


   534.36  -31.30  -70.65 .1400E-06   28.00   .00   4822.50


   533.22  -31.39  -70.72 .1400E-06   28.00   .00   4837.50


   532.09  -31.49  -70.78 .1400E-06   28.00   .00   4852.50


   530.97  -31.59  -70.85 .1400E-06   28.00   .00   4867.50


   529.84  -31.69  -70.91 .1400E-06   28.00   .00   4882.50


   528.72  -31.79  -70.98 .1400E-06   28.00   .00   4897.50


   527.60  -31.88  -71.04 .1400E-06   28.00   .00   4912.50


   526.48  -31.98  -71.11 .1400E-06   28.00   .00   4927.50


   525.36  -32.08  -71.17 .1400E-06   28.00   .00   4942.50


   524.24  -32.18  -71.24 .1400E-06   28.00   .00   4957.50


   523.13  -32.27  -71.30 .1400E-06   28.00   .00   4972.50


   522.02  -32.37  -71.37 .1400E-06   28.00   .00   4987.50


   520.91  -32.47  -71.43 .1400E-06   28.00   .00   5002.50


   519.80  -32.57  -71.50 .1400E-06   28.00   .00   5017.50


   518.69  -32.66  -71.56 .1400E-06   28.00   .00   5032.50


   517.59  -32.76  -71.63 .1400E-06   28.00   .00   5047.50


   516.49  -32.86  -71.69 .1400E-06   28.00   .00   5062.50


   515.39  -32.96  -71.76 .1400E-06   28.00   .00   5077.50


   514.29  -33.05  -71.82 .1400E-06   28.00   .00   5092.50


