Altitude(m)	Range Corrected Signal(m^-1 sr^-1)
16153.29652	507506882.561
16160.76798	1291487735.32
16168.23944	1031270208.19
16175.7109	1555530789.45
16183.18236	1295072709.96
16190.65382	1296268805.68
16198.12528	2609361766.42
16205.59674	773419921.985
16213.0682	1299860405.36
16220.53966	774846895.708
16228.01112	512212530.852
16235.48258	776275184.613
16242.95404	1304656934.15
16250.4255	1569933775.5
16257.89696	2100016151.75
16265.36842	1308260127.65
16272.83988	1309462296.32
16280.31134	1310665017.08
16287.7828	1577160158.47
16295.25426	1313072114.86
16302.72572	1048497625.98
16310.19718	1581503953.04
16317.66864	1050420592.34
16325.1401	1584403134.75
16332.61156	2386116322.31
16340.08302	2388299910.68
16347.55448	2924969572.68
16355.02594	1322722589.45
16362.4974	788468740.831
16369.96886	1593116609.44
16377.44032	1862791729.72
16384.91178	1327561076.82
16392.38324	1866192535.45
16399.8547	254162696.301
16407.32616	1869596442.7
16414.79762	1601853978.48
16422.26908	2412385294.93
16429.74054	1334835370.48
16437.212	2686959376.72
16444.68346	1878119779.92
16452.15492	2421173576.52
16459.62638	1068776640.75
16467.09784	2425573709.33
16474.5693	1884952406.49
16482.04076	2429977836.81
16489.51222	1344565345.54
16496.98368	1617934547.35
16504.45514	1074606320.7
16511.9266	1348223195.62
16519.39806	803662558.62
16526.86952	2716351603.42
16534.34098	2445423741.05
16541.81244	1626739617.07
16549.2839	1080451856.54
16556.75536	1903806098.21
16564.22682	533656671.731
16571.69828	1907244122.07
16579.16974	1908964297.06
16586.6412	810218582.246
16594.11266	2463136123.13
16601.58412	1087291688.43
16609.05558	812409841.779
16616.52704	3022012686.18
16623.9985	2472016282.21
16631.46996	1644421439.57
16638.94142	1645899239.03
16646.41288	3032893011.09
16653.88434	2480912419.99
16661.3558	817534288.542
16668.82726	540417865.325
16676.29872	1375199253.35
16683.77018	1376431786.79
16691.24164	820469777.343
16698.7131	821204471.533
16706.18456	542842891.965
16713.65602	1381367441.41
16721.12748	1662198839.48
16728.59894	1943530626.23
16736.0704	2225363136.59
16743.54186	825619541.382
16751.01332	1948742326.13
16758.48478	1669634298.06
16765.95624	2233317958.26
16773.4277	1953961004.43
16780.89916	1674103537.99
16788.37062	1393745224.03
16795.84208	1394986038.77
