Altitude(m)	Range Corrected Signal(m^-1 sr^-1)
16145.82506	1293010827.67
16153.29652	2859781713.55
16160.76798	2078916556.76
16168.23944	2342251220.64
16175.7109	774494724.436
16183.18236	1560896532.13
16190.65382	1824475406.99
16198.12528	3138055980.54
16205.59674	2878330168.07
16213.0682	778076198.155
16220.53966	2094323018.62
16228.01112	2096252825.49
16235.48258	2888956204.88
16242.95404	1308614437.49
16250.4255	1573894920.43
16257.89696	2368300153.52
16265.36842	1841352980.47
16272.83988	1048629058.33
16280.31134	2109786357.13
16287.7828	2907598879.2
16295.25426	3175802324.32
16302.72572	1318263174.87
16310.19718	2915606951.27
16317.66864	2652012446.05
16325.1401	3187461983.44
16332.61156	2123363434.94
16340.08302	790315006.777
16347.55448	2394493135.79
16355.02594	1861708639.55
16362.4974	1327947352.98
16369.96886	1061184486.69
16377.44032	2939697243.73
16384.91178	1868518724.91
16392.38324	1870223188.88
16399.8547	2947749366.62
16407.32616	1873634447.98
16414.79762	1875341243.1
16422.26908	1337666971.81
16429.74054	1608820790.3
16437.212	1880466290.8
16444.68346	530038123.635
16452.15492	3507927283.59
16459.62638	1072840430.25
16467.09784	1344979943.91
16474.5693	1346200710.76
16482.04076	2434052701.82
16489.51222	3251971998.51
16496.98368	1622016804.41
16504.45514	1623486355.23
16511.9266	1897600291.5
16519.39806	1626427453.1
16526.86952	2993586080.8
16534.34098	1629371212.59
16541.81244	1357212531.65
16549.2839	2727832824.12
16556.75536	1633791842.38
16564.22682	1360893106.32
16571.69828	1911363439.83
16579.16974	2462825068.64
16586.6412	4115745327.81
16594.11266	2191902016.78
16601.58412	540200686.775
16609.05558	2195851388.99
16616.52704	2750045349.88
16623.9985	1923446989.85
16631.46996	2201782112.52
16638.94142	1650052054.61
16646.41288	2482843433.47
16653.88434	1930368970.73
16661.3558	2209702185.67
16668.82726	1100285216.81
16676.29872	2213667554.43
16683.77018	1102258822.18
16691.24164	2217636477.98
16698.7131	1104234196.02
16706.18456	2500705558.87
16713.65602	1944250230.98
16721.12748	2784777197.86
16728.59894	1388036271.58
16736.0704	1389276420.07
16743.54186	3072594286.43
16751.01332	1952951272.84
16758.48478	1112153376.0
16765.95624	1113145263.02
16773.4277	2239529099.38
16780.89916	2523123246.5
16788.37062	2243521129.07
16795.84208	2245518476.96
